,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1418024212401250307,1418024212401250307,1626918292000.0,2021-07-22 07:14:52,+0530,,#BREAKING | புதிய வேளாண் சட்டங்களுக்கு எதிராக நாடாளுமன்றத்தை முற்றுகையிட்டு போராட்டம் நடத்த விவசாயிகள் திட்டம்!  #SunNews | #DelhiFarmersProtest | #FarmBill  https://t.co/JYIuLHocea,ta,"['breaking', 'sunnews', 'delhifarmersprotest', 'farmbill']",[],1079310252,1079310252,sunnewstamil,Sun News,4,07,https://twitter.com/sunnewstamil/status/1418024212401250307,[],['https://pbs.twimg.com/media/E63VfVJUcAQEDk5.jpg'],1,https://pbs.twimg.com/media/E63VfVJUcAQEDk5.jpg,False,122,1,15,,#farmbill,,,,,,,[],,,,
