,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1388367026687668224,1388367026687668224,1619847468000.0,2021-05-01 11:07:48,+0530,,"மே ஒன்றாம் தேதியை தொழிலாளர், விவசாயிகள் ஒற்றுமை நாளாக விவசாய சங்கங்கள் கொண்டாட்டம்..! #Delhi | #FarmersProtest | #FarmBill | #MayDay | #LabourDay   https://t.co/nIZ6KS8tuS",ta,"['delhi', 'farmersprotest', 'farmbill', 'mayday', 'labourday']",[],1943418931,1943418931,polimernews,Polimer News,6,11,https://twitter.com/polimernews/status/1388367026687668224,['http://www.polimernews.com/view/145311'],[],0,,False,65,0,6,,#farmbill,,,,,,,[],,,,
