,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1417104612742647811,1416630534428626947,1626699042000.0,2021-07-19 18:20:42,+0530,,@aman_6784 Please visit the website  https://t.co/Ub7HdURih0 and lodge a complaint under Existing customer - MSME/Agri/other grievances-----&gt; Yono----&gt;Yono - credit card---------&gt;Credit Card Bill Payment Failure,en,[],[],2251588934,2251588934,TheOfficialSBI,State Bank of India,1,18,https://twitter.com/TheOfficialSBI/status/1417104612742647811,['http://crcf.sbi.co.in'],[],0,,False,0,1,0,,agri bill,,,,,,,"[{'screen_name': 'aman_6784', 'name': 'aman turna', 'id': '893869932034703361'}]",,,,
