,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1419614810644172807,1419614810644172807,1627297520000.0,2021-07-26 16:35:20,+0530,,"जो इंसान किसानों की आवाज उठाएगा, मोदी सरकार उसकी आवाज को दबाएगी: @rssurjewala   @INCIndia #FarmBill #Congress  https://t.co/oCWI1fh7Z0",hi,"['farmbill', 'congress']",[],34206701,34206701,news24tvchannel,News24,1,16,https://twitter.com/news24tvchannel/status/1419614810644172807,[],[],1,https://pbs.twimg.com/amplify_video_thumb/1419614398310543361/img/sk87Q825KYnCf3gf.jpg,False,369,8,52,,#farmbill,,,,,,,[],,,,
1,1419562624707022848,1419562624707022848,1627285078000.0,2021-07-26 13:07:58,+0530,,मोदी को घेरने का प्लान..आंदोलन पर घमासान!  @TheSamirAbbas | @AmodRaiLive |  @AnilaSingh_BJP | @AnshulAvijit | @BadalDebnath8 | @ramkripalsingh1 | #FarmersProtest | #FarmersParliament | #Farmbill | #KisanAndolan | #Congress | #Rahulgandhi  https://t.co/XU5c0D2kCY,hi,"['farmersprotest', 'farmersparliament', 'farmbill', 'kisanandolan', 'congress', 'rahulgandhi']",[],1039759933728645120,1039759933728645120,TV9Bharatvarsh,TV9 Bharatvarsh,1,13,https://twitter.com/TV9Bharatvarsh/status/1419562624707022848,[],[],1,https://pbs.twimg.com/amplify_video_thumb/1419556110730551299/img/jrgldtXsxLnY3nH_.jpg,False,5,1,1,,#farmbill,,,,,,,[],,,,
2,1419556615863160834,1419556615863160834,1627283645000.0,2021-07-26 12:44:05,+0530,,आक्रोश की नई आंधी..ट्रैक्टर पर राहुल गांधी      @TheSamirAbbas | @AmodRaiLive |  @AnilaSingh_BJP | @AnshulAvijit | @BadalDebnath8 | @ramkripalsingh1 | #FarmersProtest | #FarmersParliament | #Farmbill | #KisanAndolan | #Congress | #Rahulgandhi  https://t.co/KqKftQz8hV,hi,"['farmersprotest', 'farmersparliament', 'farmbill', 'kisanandolan', 'congress', 'rahulgandhi']",[],1039759933728645120,1039759933728645120,TV9Bharatvarsh,TV9 Bharatvarsh,1,12,https://twitter.com/TV9Bharatvarsh/status/1419556615863160834,[],[],1,https://pbs.twimg.com/amplify_video_thumb/1419554516366622720/img/rS2vV293Rt_HOTEH.jpg,False,18,0,3,,#farmbill,,,,,,,[],,,,
