,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1495300309476048899,1495300309476048899,1645342349000.0,2022-02-20 13:02:29,+0530,,"""Protest Rally"" arrangements complete.. Despite threat &amp; coercion of police admin &amp; ruling party, local people determined to voice their rejection of coal mine &amp; not to be evicted from ancestral lands  Jai Kisan Andolan Birbhum Unit as constituent is present @_YogendraYadav  https://t.co/qw8HKtiC6m",en,[],[],886647512,886647512,aviksahaindia,Avik Saha,7,13,https://twitter.com/aviksahaindia/status/1495300309476048899,[],['https://pbs.twimg.com/media/FMBfsCDXwAAyD8u.jpg'],1,https://pbs.twimg.com/media/FMBfsCDXwAAyD8u.jpg,False,35,1,15,,kisan andolan,,,,,,,[],,,,
