,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1313732931974692864,1313732931974692864,1602053313000.0,2020-10-07 12:18:33,+0530,,"""புதிய வேளாண் சட்டங்களால் விவசாயிகளுக்கு விற்பனை சுதந்திரம் கிடைத்துள்ளது!""   மத்திய நிதியமைச்சர் நிர்மலா சீதாராமன் விளக்கம்.  விவரம்➤  https://t.co/3bwAk97rhm | #EssentialCommoditiesAct | #NirmalaSitharaman | #Farmers | @nsitharaman | @BJP4TamilNadu",ta,"['essentialcommoditiesact', 'nirmalasitharaman', 'farmers']",[],2691975211,2691975211,news7tamil,News7 Tamil,3,12,https://twitter.com/news7tamil/status/1313732931974692864,['https://bit.ly/30H1u8r'],[],0,,False,14,3,2,,Essential Commodities Act,,,,,,,[],,,,
