,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1451192129259114500,1450741116270039042,1634826140000.0,2021-10-21 19:52:20,+0530,,@khungarharsh We regret the inconvenience caused. Please raise the complaint at  https://t.co/FQRPosUbLi as existing customer (MSME/ Agri/ Other Grievance) under Technology:Internet Banking &gt;&gt; Online Bill Payment&gt;&gt; Unable to View Bills. Our concerned team will look into this. Regards.,en,[],[],2251588934,2251588934,TheOfficialSBI,State Bank of India,4,19,https://twitter.com/TheOfficialSBI/status/1451192129259114500,['https://crcf.sbi.co.in/ccf/'],[],0,,False,0,0,0,,agri bill,,,,,,,"[{'screen_name': 'khungarharsh', 'name': 'Harsh Khungar', 'id': '223770016'}]",,,,
