,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1360964513831522304,1360964513831522304,1613314200000.0,2021-02-14 20:20:00,+0530,,"Pakistani Trained Islamic Terrorist - Suicide Bomber Adil Ahmad Dar, was 21 too.  Yes, 14 Feb became a dark day since 2019.  #PulwamaAttack  #DishaRavi conspired with #KhalistaniTerrorists which led to deaths &amp; over 500 @DelhiPolice injured.  She was identified by a 'Tech Giant'.",en,"['pulwamaattack', 'disharavi', 'khalistaniterrorists']",[],81582883,81582883,arunpudur,Arun 🇮🇳,7,20,https://twitter.com/arunpudur/status/1360964513831522304,[],[],0,,False,137,0,39,,#khalistaniterrorists,,,,,,,[],,,,
