,id,date,tweet,hashtags,user_id,username,name,link,urls,nlikes,nretweets,nreplies
0,1376144494681284614,2021-03-28 17:39:49,"KF: “But that potential is being curtailed by Westminster energy policy.  Where a wind farm in Scotland will face a hefty bill for each unit of power exported to the grid, similar producers elsewhere in the UK are paid for the privilege.” #SNP21",['snp21'],77821953,theSNP,The SNP,https://twitter.com/theSNP/status/1376144494681284614,[],11,4,1
0,1376272129470029825,2021-03-29 02:07:00,"The Government has approved the #ClimateAction Bill, setting us on a path to achieve a climate neutral economy by 2050, and a 51% reduction over the next decade   💬Share your ideas on the #ClimateActionIRL public consultation until May 18 to take part   📍 https://t.co/KxlQElp0fi  https://t.co/XoAaRj5Jw1","['climateaction', 'climateactionirl']",2589328316,agriculture_ie,"Dept of Agriculture, Food and the Marine",https://twitter.com/agriculture_ie/status/1376272129470029825,['https://climateconversations.citizenspace.com/decc/climateactionplan2021/'],13,8,0
0,1376259059482042371,2021-03-29 01:15:04,"Black farmers, left out of Trump's bailout, find relief in Biden stimulus bill  https://t.co/r9mKxlpF2N by @adrianambells  https://t.co/nrlz9G3oiw",[],19546277,YahooFinance,Yahoo Finance,https://twitter.com/YahooFinance/status/1376259059482042371,['https://yhoo.it/3sa7P85'],32,4,9
1,1376149930704703500,2021-03-28 18:01:25,@ram_naren Ah ok ... yes .. that’s what farmers in India also know ... that if these laws are passed then Indias biggest farmers will  also be Bill gate type Indian tycoons,[],240768575,rockyandmayur,We’re BACK n we’re HUNGRY 🇮🇳,https://twitter.com/rockyandmayur/status/1376149930704703500,[],4,0,0
0,1376138898946990081,2021-03-28 17:17:35,"#किसान_आंदोलन के नेताओं का ये चेहरा भी देखिये, भारतीय किसान यूनियन के नेता आशु चौधरी अवैध मज़ार को न हटाने की पैरवी कर रहे हैं।  पर SDM ने औकात दिखा दी। #भारतीय_किसान_यूनियन  https://t.co/fjWjyAWL8X","['किसान_आंदोलन', 'भारतीय_किसान_यूनियन']",550377428,AshokShrivasta6,Ashok Shrivastav,https://twitter.com/AshokShrivasta6/status/1376138898946990081,[],8869,3235,195
1,1376127787400978432,2021-03-28 16:33:26,"The administration ensured that the lapdog media would no longer cover the #FarmersProtest. #किसानसंग्राम #किसान_आंदोलन चाहे गोदिया पर नजर आए या न आए, आंदोलन न रुका न रुकेगा. Farmers are undeterred, undaunted and unshaken in their resolve. #किसान_जीतेगा_देश_जीतेगा","['farmersprotest', 'किसानसंग्राम', 'किसान_आंदोलन', 'किसान_जीतेगा_देश_जीतेगा']",18717518,paritoshZero,परितोष शून्य,https://twitter.com/paritoshZero/status/1376127787400978432,[],3,4,1
2,1376091874797056001,2021-03-28 14:10:44,"#किसान_आंदोलन में अब #किसान नहीं हैं, ये आंदोलन गुंडे-बदमाशों और असामाजिक तत्वों के हाथ में है जो खुलेआम लोगों को मारने की धमकी दे रहे हैं। @capt_amarinder तो इनके मुखिया हैं,इसलिए पंजाब में गुंडागर्दी चलती रहेगी पर @mlkhattar सरकार और @HMOIndia क्या कर रही है ?  https://t.co/Cu7AuOrHKN","['किसान_आंदोलन', 'किसान']",550377428,AshokShrivasta6,Ashok Shrivastav,https://twitter.com/AshokShrivasta6/status/1376091874797056001,[],2849,1220,142
1,1376194179844472832,2021-03-28 20:57:15,"🚨 ICYMI 🚨 @RogerMarshallMD, @SenJoniErnst and @SenatorHick introduced a Senate companion to my PPP Flexibility for Farmers and Ranchers Act. This bill is picking up steam and I hope more House Dems will join our commonsense effort to improve #PPPaccess for farm partnerships.",['pppaccess'],1083474782602125318,RepHagedorn,Congressman Jim Hagedorn,https://twitter.com/RepHagedorn/status/1376194179844472832,[],4,5,12
3,1376071678669824000,2021-03-28 12:50:29,WhiteHouse: The bill supports farmers of color by providing $4 billion in debt relief. It also provides over $1 billion in funding for the USDA to create a racial equity commission and address longstanding discrimination.,[],16076965,LtAndyNorris,Lt. Andy Norris 🚔🇺🇸🥋🐘,https://twitter.com/LtAndyNorris/status/1376071678669824000,[],0,0,0
4,1376011508627345408,2021-03-28 08:51:23,#FarmersProtest is a farce from the beginning.  👉🏼Farm Bills were never implemented in Punjab.  👉🏼Any state Government can block the bills.  👉🏼These fake protests is backed by #CCP with their paid Terrorists.  👉🏼Innocent farmers misled.  👉🏼Thousands of crore in lost in wages.,"['farmersprotest', 'ccp']",81582883,arunpudur,Arun 🇮🇳,https://twitter.com/arunpudur/status/1376011508627345408,[],119,38,2
