,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1470768268344504328,1470768268344504328,1639493455000.0,2021-12-14 20:20:55,+0530,,"लखीमपुर खीरी कांड के मास्टरमाइंड को कब तक बचाएंगे, माननीय प्रधानमंत्री @narendramodi ? #किसान_एकता_जिंदाबाद",hi,['किसान_एकता_जिंदाबाद'],[],1255613474354290690,1255613474354290690,pluralsbharat,The Plurals Party | TPP | दप्पा,2,20,https://twitter.com/pluralsbharat/status/1470768268344504328,[],[],0,,False,142,5,27,,#किसान_एकता_जिंदाबाद,,,,,,,[],,,,
