,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1442553451678941190,1442530703699103753,1632766518000.0,2021-09-27 23:45:18,+0530,,"SFs @mcguigan_philip says at present rate we will reach 1.5 degrees of warming by 2040  That will result in devastating impacts to lives of people in the north - coastal erosion, wildfires &amp; flooding. Will also seriously damage agriculture  Bill fails to mention a just transition  https://t.co/psWy6wjdOW",en,[],[],20444382,20444382,daithimckay,Daithí McKay,1,23,https://twitter.com/daithimckay/status/1442553451678941190,[],['https://pbs.twimg.com/media/FAT6tv6XoAApW19.jpg'],1,https://pbs.twimg.com/media/FAT6tv6XoAApW19.jpg,False,2,1,2,,agriculture bills,,,,,,,[],,,,
1,1442366945089626112,1442366945089626112,1632722052000.0,2021-09-27 11:24:12,+0530,,No Support To Bharat Bandh In Bengaluru | Agriculture Bill | Farmers Pro...  https://t.co/40J0h7HVRQ #AgricultureBill #BharatBandh #FarmersProtest,en,"['agriculturebill', 'bharatbandh', 'farmersprotest']",[],494057994,494057994,Vijaykarnataka,vijaykarnataka,1,11,https://twitter.com/Vijaykarnataka/status/1442366945089626112,['https://youtu.be/EtqrNjU8RkA'],[],0,,False,2,0,0,,agriculture bills,,,,,,,[],,,,
2,1442364869219536901,1442364869219536901,1632721557000.0,2021-09-27 11:15:57,+0530,,Mixed Response To Bharat Bandh In Raichur | Union Agriculture Bill | Vij...  https://t.co/kHYB3bJV26 #AgricultureBill #Raichur #BharatBandh,en,"['agriculturebill', 'raichur', 'bharatbandh']",[],494057994,494057994,Vijaykarnataka,vijaykarnataka,1,11,https://twitter.com/Vijaykarnataka/status/1442364869219536901,['https://youtu.be/FZoHdv9J7sU'],[],0,,False,1,0,0,,agriculture bills,,,,,,,[],,,,
