,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1364522665281642501,1364522665281642501,1614162529000.0,2021-02-24 15:58:49,+0530,,புதிய வேளாண் சட்டங்கள் தொடர்பாக ஐயங்கள் இருந்தால் விவாதிக்கத் தயார்... டெல்லியில் போராடி வரும் விவசாயிகளுக்கு மத்திய அரசு வேண்டுகோள்.! | #DelhiRiots | #FarmersProtest | #CentralGovt | #FarmBill   https://t.co/GbMQX8uYND,ta,"['delhiriots', 'farmersprotest', 'centralgovt', 'farmbill']",[],1943418931,1943418931,polimernews,Polimer News,3,15,https://twitter.com/polimernews/status/1364522665281642501,['http://www.polimernews.com/view/139014'],[],0,,False,53,1,6,,#farmbill,,,,,,,[],,,,
