,id,date,tweet,hashtags,user_id,username,name,link,urls,nlikes,nretweets,nreplies
0,1332399785286848512,2020-11-28 00:33:58,Of Course #FarmersDelhiProtest has a long battle ahead. Getting Govt. to agree to #MSP_हमारा_हक very difficult. However 2 wins for #Farmers today 1. No one could stop their #DilliChalo march  2. They smashed B&amp;D Anchors valiant attempts to discredit &amp; brand them as #khalistani  https://t.co/gTjv5fw9Hk,"['farmersdelhiprotest', 'msp_हमारा_हक', 'farmers', 'dillichalo', 'khalistani']",24338525,TheDeshBhakt,The DeshBhakt 🇮🇳,https://twitter.com/TheDeshBhakt/status/1332399785286848512,[],1562,258,57
1,1332375257684996097,2020-11-27 22:56:30,जो कह रहे यह  #khalistani है उनसे बड़ा बेशर्म कोई नहीं।   किसान है तोह हम है।  https://t.co/PioRvQ5NFA,['khalistani'],3265770788,Prateeksom2,Prateek som,https://twitter.com/Prateeksom2/status/1332375257684996097,[],35,6,5
2,1332345768200421379,2020-11-27 20:59:19,"#EnemiesWithin who with help of opposition parties encouraged illegal #ShaheenBagh protests, have joined hands to support #FarmersProtest #FarmersDilliChalo campaign. Its a warning for a larger conspiracy with #khalistani angle to it.  @AmitShah @blsanthosh @JPNadda","['enemieswithin', 'shaheenbagh', 'farmersprotest', 'farmersdillichalo', 'khalistani']",24353544,vinitgoenka,Vinit Goenka,https://twitter.com/vinitgoenka/status/1332345768200421379,[],11,7,1
3,1332319230037921794,2020-11-27 19:13:52,Shame on @INCIndia for bringing #khalistani supporters &amp; compromising national security.  Real farmers are happy with #FarmersBill2020 and govt is also open for dialogue but congress and @AamAadmiParty are doing destructive politics on the name of #FarmersProtest  #IamWithFarmers,"['khalistani', 'farmersbill2020', 'farmersprotest', 'iamwithfarmers']",353225707,SharmaKhemchand,khemchand sharma #Brajwasi #RadheRadhe,https://twitter.com/SharmaKhemchand/status/1332319230037921794,[],65,20,4
4,1332317728435175424,2020-11-27 19:07:54,अगर किसान आन्दोलन में कुछ षड्यंत्रकारी तत्व (#khalistani ) घुस आये हैं तो सरकार उनके खिलाफ कड़ी कारवाई करे - @ssrajputINC #DoTook  https://t.co/Xsw26BXkor,"['khalistani', 'dotook']",550377428,AshokShrivasta6,Ashok Shrivastav,https://twitter.com/AshokShrivasta6/status/1332317728435175424,[],234,40,10
5,1332286599053283329,2020-11-27 17:04:12,“हमने इंदिरा को ठोक दिया तो मोदी क्या चीज़ है “ !  A so called farmer who is proud of killing Indira Gandhi  says it’s not difficult for them to do the same to Modi.  Is this agitation backed by #Khalistani’s &amp; ISI ?  Investigating agencies should immediately get into action.  https://t.co/kmkZNjTAYQ,['khalistani'],106081433,ashokepandit,Ashoke Pandit,https://twitter.com/ashokepandit/status/1332286599053283329,[],967,274,57
6,1332272029077159936,2020-11-27 16:06:18,"I wonder, can poor farmers manage to organise a protest of such a scale ,without the implicit support of some paid campaign managers or politicians from behind the scene, this is something that needs to be pondered over. @INCIndia @capt_amarinder #khalistani #EnemiesWithin","['khalistani', 'enemieswithin']",24353544,vinitgoenka,Vinit Goenka,https://twitter.com/vinitgoenka/status/1332272029077159936,[],28,12,6
7,1332269727800979457,2020-11-27 15:57:10,And @Twitter took sponsored advertisement money from ISI backed #Khalistani Terror groups for referendum's and break India agenda. I have filed PIL in Supreme court on this. @jack @ncbipindra @TVMohandasPai @ashwani_dube @M_Lekhi @rsprasad @SanjayDhotreMP @AmitShah @PMOIndia,['khalistani'],24353544,vinitgoenka,Vinit Goenka,https://twitter.com/vinitgoenka/status/1332269727800979457,[],14,11,1
0,1332290704857436161,2020-11-27 17:20:31,The Intelligentsia are #UrbanNaxals Our Students are #TukdeTukdeGang #ShaheenBagh Dadis are Pak agents #Farmers - #KhalistaniTerrorists  Only #NarendraModi ji is the repository of all wisdom &amp; goodness. No wonder he enacted the DeMonetization!  #FarmersProtest  #FarmersBill2020,"['urbannaxals', 'tukdetukdegang', 'shaheenbagh', 'farmers', 'khalistaniterrorists', 'narendramodi', 'farmersprotest', 'farmersbill2020']",53313935,tehseenp,Tehseen Poonawalla Official 🇮🇳,https://twitter.com/tehseenp/status/1332290704857436161,[],180,36,37
0,1332400440873402374,2020-11-28 00:36:34,"केंद्र सरकार के 3 कृषि कानूनों में से एक था Essential Commodities Act, जिसमें संशोधन किया गया। अब आलू 50 रुपये और प्याज 60 रुपये प्रति किलो खरीद रहा हूँ। #FarmersBill2020 #FarmersDelhiProtest","['farmersbill2020', 'farmersdelhiprotest']",190692256,mainpankajkumar,Pankaj Kumar,https://twitter.com/mainpankajkumar/status/1332400440873402374,[],19,1,1
