,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1325098270495035399,1325098270495035399,1604763021000.0,2020-11-07 21:00:21,+0530,,"This week we lost #SeanConnery; Civic Scotland spoke against the @GovUK approach to Brexit &amp; Devolution; I opposed the #OverseasOperationsBill, Agriculture &amp; Immigration Bill amendments; backed @GavNewlandsSNP's #FireAndRehireBill &amp; called for #EmploymentRights for foster carers.  https://t.co/d4yvDIrKsm",en,"['seanconnery', 'overseasoperationsbill', 'fireandrehirebill', 'employmentrights']",[],92091625,92091625,MartynDaySNP,Martyn Day MP,6,21,https://twitter.com/MartynDaySNP/status/1325098270495035399,[],[],1,https://pbs.twimg.com/media/EmOVhOwXIAArCrB.jpg,False,18,1,9,,agriculture bills,,,,,,,[],,,,
