,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1352236426616705025,1352236426616705025,1611233262000.0,2021-01-21 18:17:42,+0530,,Suspending farm laws for 1.5 years spells the end of agri reform. Modi govt is giving in to blackmail &amp; proving itself as weak as the Manmohan Singh govt was facing Anna’s agitation in 2011. Three years later UPA2 was punished in the LS poll. Modi govt could be tempting history.,en,[],[],18373968,18373968,MinhazMerchant,Minhaz Merchant,4,18,https://twitter.com/MinhazMerchant/status/1352236426616705025,[],[],0,,False,2775,168,646,,agri-reform,,,,,,,[],,,,
