,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1420300581751574535,1420300581751574535,1627461021000.0,2021-07-28 14:00:21,+0530,,"Farmer Protest: ખેડૂત આંદોલનની આડમાં દેશની વિરૂદ્ધ ઝેર ઓકી રહી છે ખાલિસ્તાની ગેંગ, સ્વાતંત્ર્ય પર્વ માટે મોટુ પ્લાનિંગ કરાઈ રહ્યું છે  #Farmerprotest | #Khalistanigang | #Farmer | #Delhi | #Hariyana    https://t.co/1PoCRp2cBV",gu,"['farmerprotest', 'khalistanigang', 'farmer', 'delhi', 'hariyana']",[],346406417,346406417,tv9gujarati,Tv9 Gujarati,3,14,https://twitter.com/tv9gujarati/status/1420300581751574535,['https://tv9gujarati.com/national/farmer-protest-khalistani-gang-is-poisoning-the-country-under-the-guise-of-peasant-movement-big-plans-are-being-made-for-independence-day-299607.html'],[],0,,False,7,0,1,,#farmerprotest,,,,,,,[],,,,
