,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1462347490405928969,1462347490405928969,1637485785000.0,2021-11-21 14:39:45,+0530,,ਅੰਦੋਲਨ 'ਚ ਸ਼ਹੀਦ ਕਿਸਾਨਾਂ ਲਈ ਤੇਲੰਗਾਨਾ ਸਰਕਾਰ ਦਾ ਵੱਡਾ ਬਿਆਨ  #FarmersProtest #FarmLaws #FarmLawsRepealed #KisanAndolan #KisanEktaZindabad #FarmersAgitation #SanyuktaKisanMorcha  https://t.co/jRbpfJ7YgI,pa,"['farmersprotest', 'farmlaws', 'farmlawsrepealed', 'kisanandolan', 'kisanektazindabad', 'farmersagitation', 'sanyuktakisanmorcha']",[],852553470,852553470,ptcnews,ਪੀਟੀਸੀ ਨਿਊਜ਼ | PTC News,7,14,https://twitter.com/ptcnews/status/1462347490405928969,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1462345002642644992/pu/img/HBINf6iAn2uguLts.jpg,False,4,1,0,,#kisanektazindabad,,,,,,,[],,,,
1,1462344276721819667,1462344276721819667,1637485019000.0,2021-11-21 14:26:59,+0530,,#Farmlawsrepealed: #SanyuktaKisanMorcha said it would shot off a letter to Prime Minister Narendra Modi to draw his attention towards other key demands of #farmers.  #FarmersProtest #KisanAndolan #KisanEktaZindabad #KisanMajdoorEktaZindabad #BlackLaws    https://t.co/onoBFKXLIi,en,"['farmlawsrepealed', 'sanyuktakisanmorcha', 'farmers', 'farmersprotest', 'kisanandolan', 'kisanektazindabad', 'kisanmajdoorektazindabad', 'blacklaws']",[],852553470,852553470,ptcnews,ਪੀਟੀਸੀ ਨਿਊਜ਼ | PTC News,7,14,https://twitter.com/ptcnews/status/1462344276721819667,['https://www.ptcnews.tv/farmers-protest-skms-predecided-programs-will-continue-as-it-is-says-balbir-rajewal/'],[],0,,False,1,0,0,,#kisanektazindabad,,,,,,,[],,,,
2,1462343309632815104,1462343309632815104,1637484788000.0,2021-11-21 14:23:08,+0530,,"🔸ਪ੍ਰੈੱਸ ਕਾਨਫਰੰਸ: ਸੰਯੁਕਤ ਕਿਸਾਨ ਮੋਰਚਾ ਨੇ ਮੀਟਿੰਗ 'ਚ ਲਏ ਅਹਿਮ ਫੈਸਲੇ  🔸""26 ਨਵੰਬਰ ਨੂੰ ਕਿਸਾਨਾਂ ਦਾ ਸਿੰਘੂ ਬਾਰਡਰ 'ਤੇ ਹੋਵੇਗਾ ਵੱਡਾ ਇਕੱਠ"" 🔸""PM ਮੋਦੀ ਨੂੰ ਲਿਖੀ ਜਾਵੇਗੀ ਖੁੱਲ੍ਹੀ ਚਿੱਠੀ""  🔸""ਜੋ ਪ੍ਰੋਗਰਾਮ ਤੈਅ ਨੇ ਉਹ ਹੋਣਗੇ""  #KisanEktaZindabad #SanyuktaKisanMorcha  https://t.co/ih1hQQt7qm",pa,"['kisanektazindabad', 'sanyuktakisanmorcha']",[],852553470,852553470,ptcnews,ਪੀਟੀਸੀ ਨਿਊਜ਼ | PTC News,7,14,https://twitter.com/ptcnews/status/1462343309632815104,['https://youtu.be/ivlLoa5Uy3k'],[],0,,False,4,0,0,,#kisanektazindabad,,,,,,,[],,,,
