,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1339085346320097281,1339085346320097281,1608097800000.0,2020-12-16 11:20:00,+0530,,"The 3 #FarmLaws - Essential Commodities (Amendment) Bill 2020, The Farmers' Produce Trade &amp; Commerce Bill 2020, &amp; The Farmers' Agreement on Prices Assurance &amp; Farm Services Bill 2020 - will destroy our agriculture &amp; deal a body blow to our farmers.  #BengalForFarmers  https://t.co/rzrmQedN2r",en,"['farmlaws', 'bengalforfarmers']",[],2386808821,2386808821,CPIM_WESTBENGAL,CPI(M) WEST BENGAL,3,11,https://twitter.com/CPIM_WESTBENGAL/status/1339085346320097281,[],['https://pbs.twimg.com/media/EpVRBeRVEAMS6Fx.jpg'],1,https://pbs.twimg.com/media/EpVRBeRVEAMS6Fx.jpg,False,21,1,4,,Essential Commodities (Amendment) Bill,,,,,,,[],,,,
