,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1381917762101067776,1381917762101067776,1618309843000.0,2021-04-13 16:00:43,+0530,,#Sunflower fields predicted to remain unchanged; 20% decline in #herbs export; what’s new in new ordinance on use of surface #water; state support for #protein crops: read #Bulgaria latest agri news: #Agrobericht  https://t.co/erm5nHFtC4  https://t.co/HvDE3elt4G,en,"['sunflower', 'herbs', 'water', 'protein', 'bulgaria', 'agrobericht']",[],948130329239457792,948130329239457792,NLAgriROBG,LAN Romania & Bulgaria,2,16,https://twitter.com/NLAgriROBG/status/1381917762101067776,['https://www.agroberichtenbuitenland.nl/landeninformatie/bulgarije/achtergrond/nieuwsbrieven/newsflash-week-15'],['https://pbs.twimg.com/media/Ey2O4RsWgAYktE-.jpg'],1,https://pbs.twimg.com/media/Ey2O4RsWgAYktE-.jpg,False,2,1,3,,agri ordinance,,,,,,,[],,,,
