,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1315282999118721024,1315282999118721024,1602422878000.0,2020-10-11 18:57:58,+0530,,"Maharashtra: Political hot potato | The ruling coalition is up in arms against the Central farm laws, but the Shiv Sena will find it difficult to defend its support for the ordinance issued earlier.  https://t.co/BGclYsDPoK",en,[],[],53000919,53000919,frontline_india,Frontline,7,18,https://twitter.com/frontline_india/status/1315282999118721024,['https://frontline.thehindu.com/cover-story/maharashtra-political-hot-potato/article32757905.ece'],[],0,,False,6,0,2,,farm ordinance,,,,,,,[],,,,
