,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1326856665900068864,1326856665900068864,1605182255000.0,2020-11-12 17:27:35,+0530,,எரிவாயு குழாய் அமைக்கும் பணிக்கு எதிர்ப்பு; விவசாயிகள் போராட்டம் வெற்றி.   https://t.co/51JUPr7k8H   #SunNews | #FarmerProtest | #Paddys | #GasPipe,ta,"['sunnews', 'farmerprotest', 'paddys', 'gaspipe']",[],1079310252,1079310252,sunnewstamil,Sun News,4,17,https://twitter.com/sunnewstamil/status/1326856665900068864,['https://youtu.be/2u3MFKPx1kk'],[],0,,False,19,0,3,,#farmerprotest,,,,,,,[],,,,
