,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1339440040808607746,1339440040808607746,1608182365000.0,2020-12-17 10:49:25,+0530,,BJP-RSS are criminals who are taking farmers lives.  #RepealFarmLaws,en,['repealfarmlaws'],[],276424879,276424879,nsaibalaji,N Sai Balaji | ఎన్ సాయి బాలాజీ,4,10,https://twitter.com/nsaibalaji/status/1339440040808607746,[],[],0,,False,5,0,1,https://twitter.com/ramanmann1974/status/1339430048017731585,#repealfarmlaws,,,,,,,[],,,,
