,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1461583041118101505,1461583038052126722,1637303526000.0,2021-11-19 12:02:06,+0530,,"In Sept 2020, #Parliament passed 3 laws--Farmers (Empowerment &amp; Protection) Agreement on Prices Assurance &amp; Farm Services Bill, the Farmers’ Produce Trade &amp; Commerce (Promotion &amp; Facilitation) Bill &amp; the Essential Commodities (Amendment) Bill 2020  https://t.co/I4F60U4cti",en,['parliament'],[],274606076,274606076,IndiaSpend,IndiaSpend,5,12,https://twitter.com/IndiaSpend/status/1461583041118101505,['https://pib.gov.in/PressReleasePage.aspx?PRID=1656929'],[],0,,False,1,1,0,,Essential Commodities (Amendment) Bill,,,,,,,[],,,,
