,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1370212618036649987,1370212618036649987,1615519120000.0,2021-03-12 08:48:40,+0530,,"सदन में किसानों की बात रखने में विफल रहा विपक्ष। अविश्वास प्रस्ताव की नाकामी के बाद किसानों के पक्ष में इस्तीफा देकर किसानों को मजबूती देनी चाहिए थी, लेकिन कुर्सी का मोह #किसान_आंदोलन पर हावी रहा || #FarmersProtest #किसान_एकता_जिंदाबाद  https://t.co/4GeLCvMuQQ",hi,"['किसान_आंदोलन', 'farmersprotest', 'किसान_एकता_जिंदाबाद']",[],779282123437903872,779282123437903872,AbhaySChautala,Abhay Singh Chautala,5,08,https://twitter.com/AbhaySChautala/status/1370212618036649987,[],['https://pbs.twimg.com/media/EwP5GpMW8AIMKeo.jpg'],1,https://pbs.twimg.com/media/EwP5GpMW8AIMKeo.jpg,False,459,15,67,,#किसान_आंदोलन,,,,,,,[],,,,
