,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1443566801267298306,1443566801267298306,1633008120000.0,2021-09-30 18:52:00,+0530,,#RCPP combines financial and technical assistance from @USDA_NRCS with resources from partners to have a lasting impact on the land.  Learn more about eligibility and how to get started at  https://t.co/5nyfe16jOm.   #FarmBill  https://t.co/nAw37HHmJT,en,"['rcpp', 'farmbill']",[],299803861,299803861,IndianaNRCS,NRCS-Indiana,4,18,https://twitter.com/IndianaNRCS/status/1443566801267298306,['https://go.usa.gov/xF6nu'],['https://pbs.twimg.com/media/E-IC1DfXIA4BJwa.jpg'],1,https://pbs.twimg.com/media/E-IC1DfXIA4BJwa.jpg,False,1,0,0,,#farmbill,,,,,,,[],,,,
1,1443422100014845958,1443422100014845958,1632973620000.0,2021-09-30 09:17:00,+0530,,ममता बनर्जी Vsप्रियंका..'मिनी इंडिया' किसका?  @shubhankrmishra |  @TheSamirAbbas | @Ravi_Jounalist | #KisanAndolan | #RakeshTikait | #FarmersProtest | #Farmbill | #MSP  https://t.co/6Xbu2j2doP,hi,"['kisanandolan', 'rakeshtikait', 'farmersprotest', 'farmbill', 'msp']",[],1039759933728645120,1039759933728645120,TV9Bharatvarsh,TV9 Bharatvarsh,4,09,https://twitter.com/TV9Bharatvarsh/status/1443422100014845958,[],[],1,https://pbs.twimg.com/amplify_video_thumb/1443419313411526659/img/weZiuFXsAVLRhGMa.jpg,False,9,0,2,,#farmbill,,,,,,,[],,,,
2,1443415694566060038,1443415694566060038,1632972093000.0,2021-09-30 08:51:33,+0530,,आंदोलन पर बीजेपी का अस्त्र..कैप्टन बनेंगे मध्यस्थ?  @TheSamirAbbas | #FarmersProtest | #FarmBill | #MSP | #KisanAndolan | #RakeshTikait | #BJP | #CentralGovernment  https://t.co/9XkDo9ywn8,hi,"['farmersprotest', 'farmbill', 'msp', 'kisanandolan', 'rakeshtikait', 'bjp', 'centralgovernment']",[],1039759933728645120,1039759933728645120,TV9Bharatvarsh,TV9 Bharatvarsh,4,08,https://twitter.com/TV9Bharatvarsh/status/1443415694566060038,[],[],1,https://pbs.twimg.com/amplify_video_thumb/1443414632362696706/img/u9jwzh5jrCpXJxaP.jpg,False,47,1,4,,#farmbill,,,,,,,[],,,,
