,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1311340678937370626,1311340678937370626,1601482956000.0,2020-09-30 21:52:36,+0530,,"RS member Tiruchi Siva moves SC challenging:   -Farmers (Empowerment &amp; Protection) Agreement of Price Assurance &amp; Farm Services Act, 2020 -Farmers Produce Trade &amp; Commerce (Promotion &amp; Facilitation) Act -2020 Amendment to Essential Commodities Act  #FarmBills2020  #FarmersProtest",en,"['farmbills2020', 'farmersprotest']",[],67577895,67577895,barandbench,Bar & Bench,3,21,https://twitter.com/barandbench/status/1311340678937370626,[],[],0,,False,66,3,15,,Essential Commodities Act,,,,,,,[],,,,
