,id,date,tweet,hashtags,user_id,username,name,link,urls,nlikes,nretweets,nreplies
0,1359099597004525570,2021-02-09 16:49:29,"आज मुरबार पैंठ मैदान, इगलास,अलीगढ़ में काले कृषि कानूनों और किसानों पर सरकार के अत्याचार के खिलाफ राष्ट्रीय लोकदल द्वारा आयोजित #किसान_पंचायत में भारी संख्या में किसान शामिल हुए। #KisanPanchayat #KisanAndolan #FarmersProstest #KisanEktaZindabad #jayantchaudhary  https://t.co/bJGgvYP2cg","['किसान_पंचायत', 'kisanpanchayat', 'kisanandolan', 'farmersprostest', 'kisanektazindabad', 'jayantchaudhary']",1943792382,RLDparty,Rashtriya Lok Dal,https://twitter.com/RLDparty/status/1359099597004525570,[],449,97,4
0,1359128203835629570,2021-02-09 18:43:09,"None of you are farmers. Don't shed crocodile tears for them.fight for issues in your countries, which you have plenty. #RihannaSupportsIndianFarmers #MiaKhalifa #GretaThunberg","['rihannasupportsindianfarmers', 'miakhalifa', 'gretathunberg']",1870643396,VikramSinghIN,Vikram Singh,https://twitter.com/VikramSinghIN/status/1359128203835629570,[],8,1,1
1,1359000572670578689,2021-02-09 10:16:00,"आंतरराष्ट्रीय पॉपस्टार रिहाना हिने शेतकऱयांच्या बाजूने एक ट्विट करताच सेलिब्रिटींना जाग आली. हिंदुस्थानातील सेलिब्रेटींनी ‘हा देश विभागण्याचा प्रयत्न  आहे,’ असा कांगावा करीत ट्विट केले होते.  #RihannaSupportsIndianFarmers #Bollywood   https://t.co/Y5OPonubOO","['rihannasupportsindianfarmers', 'bollywood']",778507558256422912,SaamanaOnline,Saamana,https://twitter.com/SaamanaOnline/status/1359000572670578689,['https://bit.ly/2NdzqWE'],37,2,13
0,1359278026459029504,2021-02-10 04:38:30,⛔FAKE NEWS ALERT⛔  #FactCheck- A photograph has been circulating on social media claiming that a soldier met his father who is a farmer at the protest site in Delhi ✅   #FarmerProtest #FakeNews #KisanAndolan @Kisanektamorcha  @TwitterIndia    https://t.co/535nhzWfUS,"['factcheck', 'farmerprotest', 'fakenews', 'kisanandolan']",1031406682859958274,FactCrescendo,🌐 Fact Crescendo,https://twitter.com/FactCrescendo/status/1359278026459029504,['https://english.factcrescendo.com/2021/02/09/misleading-post-shared-with-context-of-soldier-son-meeting-his-farmer-father-in-delhi/'],1,2,1
1,1359268098667278340,2021-02-10 03:59:03,⛔FAKE NEWS ALERT⛔  #FactCheck- A photograph has been circulating on social media claiming that a soldier met his father who is a farmer at the protest site in Delhi ✅  #FakeNews #FarmerProtest  #KisanAndolan @Kisanektamorcha @RakeshTikaitBKU   https://t.co/oSggPyG7DW,"['factcheck', 'fakenews', 'farmerprotest', 'kisanandolan']",1031406682859958274,FactCrescendo,🌐 Fact Crescendo,https://twitter.com/FactCrescendo/status/1359268098667278340,['https://english.factcrescendo.com/?p=6172'],2,4,0
2,1359176005802336260,2021-02-09 21:53:06,किसान आंदोलन को लेकर रिहाना और ग्रेटा थर्नबर्ग के ट्वीट का जवाब देने के लिए क्या सितारों पर किसी तरह का दबाव बनाया गया? इन तमाम सवालों के जवाब अब महाराष्ट्र सरकार की जांच एजेंसी तलाशेगी.  #FarmerProtest #TweetRow #Video  https://t.co/NXaXhPDpyP,"['farmerprotest', 'tweetrow', 'video']",42606652,aajtak,AajTak,https://twitter.com/aajtak/status/1359176005802336260,['https://www.aajtak.in/tez/video/maharashtra-government-to-probe-if-celebrities-cricketers-tweeted-under-pressure-in-support-of-farm-laws-1205549-2021-02-09'],128,9,22
3,1359170277968654342,2021-02-09 21:30:21,दिल्लीत शेतकरी आंदोलनाच्या नावाखाली तमाशा सुरू- पाशा पटेल  https://t.co/z1e9Hd2g9O via @LoksattaLive #Farmers #FarmerProtest,"['farmers', 'farmerprotest']",491986148,LoksattaLive,LoksattaLive,https://twitter.com/LoksattaLive/status/1359170277968654342,['https://www.loksatta.com/maharashtra-news/pasha-patel-criticise-delhi-farmer-protest-over-farm-laws-sgy-87-2397534/'],22,4,4
4,1359163672082407424,2021-02-09 21:04:06,मोदींनी एक शब्द उच्चारला आणि ट्विटरवर आला मीम्सचा पाऊस  @sameerjawale #TwitterTrend | #आंदोलनजीवी | #NarendraModi | #FarmerProtest  https://t.co/hVP5aMhBxi,"['twittertrend', 'आंदोलनजीवी', 'narendramodi', 'farmerprotest']",944460562540273664,mumbaitak,Mumbai Tak,https://twitter.com/mumbaitak/status/1359163672082407424,[],1,1,0
5,1359158032400318466,2021-02-09 20:41:41,കര്‍ഷകസമരങ്ങള്‍ക്ക്‌ പ്രത്യക്ഷ പിന്തുണ നല്‍കാന്‍ കോണ്‍ഗ്രസ്‌; കര്‍ഷക റാലികളില്‍ രാഹുല്‍ ഗാന്ധി പങ്കെടുക്കും  https://t.co/qdcvLvwam6 #rahulgandhi #sachinpilot # #farmerprotest #farmer #rajasthan #,"['rahulgandhi', 'sachinpilot', 'farmerprotest', 'farmer', 'rajasthan']",18186688,thatsMalayalam,OneIndia Malayalam,https://twitter.com/thatsMalayalam/status/1359158032400318466,['https://malayalam.oneindia.com/news/india/congress-try-to-more-active-in-farmers-protest-rahul-gandhi-will-participate-farmers-rally-279121.html'],2,0,0
6,1359151647444893701,2021-02-09 20:16:19,मानवी इतिहासाची दिशा बदलणारे जगातील 10 आंदोलनं कोणती? वाचा सविस्तर...  https://t.co/pTQpcFyrHq #FarmerProtest | #HumanHistory | #NarendraModi,"['farmerprotest', 'humanhistory', 'narendramodi']",3360174258,TV9Marathi,TV9 Marathi,https://twitter.com/TV9Marathi/status/1359151647444893701,['https://www.tv9marathi.com/international/10-most-important-movements-protest-of-human-history-which-changed-the-world-394382.html'],31,2,1
