,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1371812319982882825,1371812319982882825,1615900518000.0,2021-03-16 18:45:18,+0530,,டெல்லி - நொய்டா சாலைமறியல் போரட்டத்தை அறிவித்த விவசாயிகள் #Delhi | #FarmersProtests | #FarmBill   https://t.co/G9Fa550ey3,ta,"['delhi', 'farmersprotests', 'farmbill']",[],1943418931,1943418931,polimernews,Polimer News,2,18,https://twitter.com/polimernews/status/1371812319982882825,['http://www.polimernews.com/view/141358'],[],0,,False,26,0,0,,#farmbill,,,,,,,[],,,,
