,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1476750080585584644,1476750080585584644,1640919630000.0,2021-12-31 08:30:30,+0530,,"Year Ender 2021: ‘कभी खुशी कभी गम’ तस्वीरों से करें 2021 के 12 महीनों का सफर, जानिए देश दुनिया में क्या-क्या हुआ  #TopNewsof2021 | #FarmerProtest | @Shilpaa30thakur   https://t.co/IjwQ5cK2vB",hi,"['topnewsof2021', 'farmerprotest']",[],1039759933728645120,1039759933728645120,TV9Bharatvarsh,TV9 Bharatvarsh,5,08,https://twitter.com/TV9Bharatvarsh/status/1476750080585584644,['https://www.tv9hindi.com/photo-gallery/nation-photos/year-ender-2021-biggest-events-news-national-india-international-pm-modi-kashi-cds-rawat-joe-biden-punjab-farmers-984407.html'],[],0,,False,13,2,3,,#farmerprotest,,,,,,,[],,,,
