,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1412610583665459205,1412610583665459205,1625627582000.0,2021-07-07 08:43:02,+0530,,खालिस्तानी रंगदारी रैकेट मामला: एनआईए ने हथियार तस्कर गगनदीप को किया गिरफ्तार  #UttarPradesh | #NIA | #Khalistani | #Meerut   https://t.co/osfhKNFUp9,hi,"['uttarpradesh', 'nia', 'khalistani', 'meerut']",[],1039759933728645120,1039759933728645120,TV9Bharatvarsh,TV9 Bharatvarsh,3,08,https://twitter.com/TV9Bharatvarsh/status/1412610583665459205,['https://www.tv9hindi.com/state/uttar-pradesh/nia-arrest-khalistani-atanki-gagandeep-from-meerut-smuggling-weapons-to-terrorist-725370.html'],[],0,,False,10,0,4,,#khalistani,,,,,,,[],,,,
