,id,date,tweet,hashtags,user_id,username,name,link,urls,nlikes,nretweets,nreplies
0,1454861566764064770,2021-10-31 22:53:22,Thousands of Sikhs gather at the Queen's Elizabeth Hall to vote for the non binding Khalistan Referendum  https://t.co/h0wpo8XtKF #KhalistanReferendum #Khalistanis #Khalistani  https://t.co/hxlYWy6bDZ,"['khalistanreferendum', 'khalistanis', 'khalistani']",185159449,RadioPakistan,Radio Pakistan,https://twitter.com/RadioPakistan/status/1454861566764064770,['http://radio.gov.pk/31-10-2021/referendum-for-independent-sikh-homeland-khalistan-starts-in-london'],1166,453,39
1,1454814647018790918,2021-10-31 19:46:55,The #Khalistan movement gained momentum in the aftermath of systematic discrimination against the Sikh community in India and #Hindutva hegemony  https://t.co/h0wpo8XtKF #KhalistanReferendum #Khalistanis #Khalistani  https://t.co/wpjvl9bJ2H,"['khalistan', 'hindutva', 'khalistanreferendum', 'khalistanis', 'khalistani']",185159449,RadioPakistan,Radio Pakistan,https://twitter.com/RadioPakistan/status/1454814647018790918,['http://radio.gov.pk/31-10-2021/referendum-for-independent-sikh-homeland-khalistan-starts-in-london'],75,22,3
2,1454814414193020938,2021-10-31 19:46:00,"A referendum for an independent homeland for the Indian #Sikhs started in London, today  https://t.co/MWIqlbOVV9 #KhalistanReferendum #Khalistanis #Khalistani","['sikhs', 'khalistanreferendum', 'khalistanis', 'khalistani']",185159449,RadioPakistan,Radio Pakistan,https://twitter.com/RadioPakistan/status/1454814414193020938,['https://radio.gov.pk/31-10-2021/referendum-for-independent-sikh-homeland-khalistan-starts-in-london'],19,5,0
0,1454873227176513540,2021-10-31 23:39:42,"#Video | 'किसान बॉर्डर' क्या सचमुच खुल गया? देखिए, गाजीपुर से टिकरी तक रिएलिटी रिपोर्ट  #TikriBorder #KisanAndolan #FarmLaws #FarmersProtest  https://t.co/WNLt184prU","['video', 'tikriborder', 'kisanandolan', 'farmlaws', 'farmersprotest']",927426236137201664,TNNavbharat,Times Now Navbharat,https://twitter.com/TNNavbharat/status/1454873227176513540,['https://www.timesnowhindi.com/india/video/what-movement-has-started-from-ghazipur-and-tikri-border-view-accurate-ground-report-see-video/370443'],5,0,0
1,1454861337901690886,2021-10-31 22:52:27,टिकैत-चढ़ूनी की केंद्र को चेतावनी: बॉर्डर खोलने की कोशिशों के बीच बोले- किसानों को छेड़ा तो दिवाली पीएम आवास में मनाएंगे  https://t.co/RhpvUAcq5e #rakeshtikait @PMOIndia #KisanAndolan,"['rakeshtikait', 'kisanandolan']",67378160,DainikBhaskar,Dainik Bhaskar,https://twitter.com/DainikBhaskar/status/1454861337901690886,['https://www.bhaskar.com/local/haryana/sonipat/news/in-the-midst-of-efforts-to-open-the-border-he-said-if-the-farmers-are-teased-diwali-will-be-celebrated-at-modis-house-government-offices-will-be-filled-with-food-grains-129078640.html'],137,22,11
2,1454847875360321544,2021-10-31 21:58:57,"#TikriBorder क्या सचमुच खुल गया? लोगों की दिक्कतें हुईं कम? देखिए, ग्राउंड रिपोर्ट  @nagar_pulkit #TikriBorder #KisanAndolan #FarmLaws #FarmersProtest  https://t.co/0gtiZD8fdm","['tikriborder', 'tikriborder', 'kisanandolan', 'farmlaws', 'farmersprotest']",927426236137201664,TNNavbharat,Times Now Navbharat,https://twitter.com/TNNavbharat/status/1454847875360321544,[],9,2,0
3,1454846600094752774,2021-10-31 21:53:53,"'किसान बॉर्डर' क्या सचमुच खुल गया? देखिए, गाजीपुर से टिकरी तक रिएलिटी रिपोर्ट  @nagar_pulkit @Anant_Tyagii #GhazipurBorder #TikriBorder #KisanAndolan #FarmLaws #FarmersProtest  https://t.co/HFNZ37Qm5I","['ghazipurborder', 'tikriborder', 'kisanandolan', 'farmlaws', 'farmersprotest']",927426236137201664,TNNavbharat,Times Now Navbharat,https://twitter.com/TNNavbharat/status/1454846600094752774,[],5,0,0
4,1454822174284410889,2021-10-31 20:16:50,#KisanAndolan : पढ़िये बार्डर खाली कराए जाने के डर से अब किस तरह की धमकियां दे रहे राकेश टिकैत और किसान नेता  #FarmersProtest #RakeshTikait    https://t.co/O32B13wG1a,"['kisanandolan', 'farmersprotest', 'rakeshtikait']",64639742,JagranNews,Dainik Jagran,https://twitter.com/JagranNews/status/1454822174284410889,['https://www.jagran.com/delhi/new-delhi-city-kisan-andolan-read-what-kind-of-threats-rakesh-tikait-is-giving-now-due-to-the-fear-of-the-border-being-evacuated-22166807.html'],23,4,2
5,1454816038424494088,2021-10-31 19:52:27,#KisanAndolan ‌: पढ़िये बार्डर खाली कराए जाने के डर से अब किस तरह की धमकियां दे रहे राकेश टिकैत और किसान नेता @RakeshTikaitBKU #FarmerProtest   https://t.co/O32B13wG1a,"['kisanandolan', 'farmerprotest']",64639742,JagranNews,Dainik Jagran,https://twitter.com/JagranNews/status/1454816038424494088,['https://www.jagran.com/delhi/new-delhi-city-kisan-andolan-read-what-kind-of-threats-rakesh-tikait-is-giving-now-due-to-the-fear-of-the-border-being-evacuated-22166807.html'],25,3,5
6,1454808432788197378,2021-10-31 19:22:14,"‘प्रदर्शन वाली जगह खाली कराई तो पीएम आवास में मनाएंगे दिवाली’, गाजीपुर बॉर्डर पर बैरिकेड्स हटाए जाने से नाराज SKM की चेतावनी #KisanAndolan   https://t.co/FgpUs0quiD",['kisanandolan'],1039759933728645120,TV9Bharatvarsh,TV9 Bharatvarsh,https://twitter.com/TV9Bharatvarsh/status/1454808432788197378,['https://www.tv9hindi.com/state/delhi-ncr/skm-leader-gurnam-chadhuni-warning-on-remove-farmers-from-gazipur-border-895952.html'],20,1,1
