,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1338159219510370305,1338159219510370305,1607876994000.0,2020-12-13 21:59:54,+0530,,#Fast4Farmers Farmers across the nation are agitated by the 3 anti-farmer farm laws brought in by the BJP govt &amp; the anti farmer policies &amp; are forced to protest on the streets in bone-chilling winter cold. But the pro Adani-Ambani BJP govt has gone blind &amp; deaf.  https://t.co/9bKUjPFWUv,en,['fast4farmers'],[],1358545946,1358545946,AAPTELANGANA,AAP TELANGANA,7,21,https://twitter.com/AAPTELANGANA/status/1338159219510370305,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1338157353263251458/pu/img/3AGast-4qSqEeK_M.jpg,False,14,2,15,,farm policies,,,,,,,[],,,,
