,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1325784114167902213,1325784114167902213,1604926539000.0,2020-11-09 18:25:39,+0530,,"#JUSTIN  ""அத்தியாவசிய பொருட்களின் விலை உயர்வுக்கு புதிய வேளாண் சட்டமே காரணம்; வெங்காயம் உள்ளிட்ட அத்தியாவசிய பொருட்கள் அதிக அளவு பதுக்கப்படுகிறது!""  பிரதமர் மோடிக்கு மேற்குவங்க முதல்வர் மம்தா பானர்ஜி கடிதம்!  @MamataOfficial #PMModi | #FarmBill | @narendramodi  https://t.co/VMhrY7qvvd",ta,"['justin', 'pmmodi', 'farmbill']",[],2691975211,2691975211,news7tamil,News7 Tamil,1,18,https://twitter.com/news7tamil/status/1325784114167902213,[],['https://pbs.twimg.com/media/EmYhiyZU0AE0G8X.jpg'],1,https://pbs.twimg.com/media/EmYhiyZU0AE0G8X.jpg,False,86,5,14,,#farmbill,,,,,,,[],,,,
1,1325775744258113537,1325775744258113537,1604924543000.0,2020-11-09 17:52:23,+0530,,"#JUSTIN  ""அத்தியாவசிய பொருட்களின் விலை உயர்வுக்கு புதிய வேளாண் சட்டமே காரணம்; வெங்காயம் உள்ளிட்ட அத்தியாவசிய பொருட்கள் அதிக அளவு பதுக்கப்படுகிறது!""  பிரதமர் மோடிக்கு மேற்குவங்க முதல்வர் மம்தா பானர்ஜி கடிதம்!  #PMModi | #FarmBill | @MamataOfficial | @narendramodi",ta,"['justin', 'pmmodi', 'farmbill']",[],2691975211,2691975211,news7tamil,News7 Tamil,1,17,https://twitter.com/news7tamil/status/1325775744258113537,[],[],0,,False,143,3,22,,#farmbill,,,,,,,[],,,,
