,id,date,tweet,hashtags,user_id,username,name,link,urls,nlikes,nretweets,nreplies
0,1357840511990525953,2021-02-06 05:26:20,#ReleaseNodeepKaur,['releasenodeepkaur'],14543034,Parvesh,Parvesh Cheena 🏳️‍🌈🏳️‍⚧️❤️🦓,https://twitter.com/Parvesh/status/1357840511990525953,[],2,0,0
1,1357834031665152007,2021-02-06 05:00:35,We can't let up the pressure until they release Nodeep.   #ReleaseNodeepKaur  #FarmersProtest,"['releasenodeepkaur', 'farmersprotest']",757009786168807428,SikhFeminist,Jo Kaur,https://twitter.com/SikhFeminist/status/1357834031665152007,[],83,52,3
2,1357810945263685634,2021-02-06 03:28:50,I want India to recognize basic human rights. I stand with Meena. Do YOU? #StandWithMeena #FreeNodeepKaur #ReleaseNodeepKaur #FarmersProtest #AskIndiaWhy,"['standwithmeena', 'freenodeepkaur', 'releasenodeepkaur', 'farmersprotest', 'askindiawhy']",35015717,BalBrach,Bal Brach,https://twitter.com/BalBrach/status/1357810945263685634,[],170,62,11
3,1357787781255331846,2021-02-06 01:56:48,#ReleaseNodeepKaur,['releasenodeepkaur'],102409502,BritAsiaTV,BritAsia TV,https://twitter.com/BritAsiaTV/status/1357787781255331846,[],48,33,0
4,1357777089580048390,2021-02-06 01:14:19,“Don't tell me to stay out of your affairs. These are all of our issues.” ✊🏽 #ReleaseNodeepKaur,['releasenodeepkaur'],35015717,BalBrach,Bal Brach,https://twitter.com/BalBrach/status/1357777089580048390,[],8342,2614,139
5,1357774634368659456,2021-02-06 01:04:33,Billions of blue blistering barnacles!  #ReleaseNodeepKaur,['releasenodeepkaur'],16082263,hussainhaidry,Hussain Haidry,https://twitter.com/hussainhaidry/status/1357774634368659456,[],164,48,2
6,1357770615692869635,2021-02-06 00:48:35,#ReleaseNodeepKaur  #ReleaseNodeepKaur  #ReleaseNodeepKaur,"['releasenodeepkaur', 'releasenodeepkaur', 'releasenodeepkaur']",115050842,simran,Simran Jeet Singh,https://twitter.com/simran/status/1357770615692869635,[],249,101,2
7,1357672415715676160,2021-02-05 18:18:22,"Stop attacking activists, journalists and students-youth who are standing with the farmers protest! Release Nodeep Kaur immediately and irrevocably!  Release all the farmers who have illegally arrested by the police! Release all political prisoners!  #ReleaseNodeepKaur",['releasenodeepkaur'],276424879,nsaibalaji,N Sai Balaji | ఎన్ సాయి బాలాజీ,https://twitter.com/nsaibalaji/status/1357672415715676160,[],27,8,0
8,1357669844636737538,2021-02-05 18:08:09,"Stop attacking activists, journalists and students-youth who are standing with the farmers protest! Release Nodeep Kaur immediately and irrevocably!  Release all the farmers who have illegally arrested by the police! Release all political prisoners!  #ReleaseNodeepKaur  https://t.co/5YsGO0NQc9",['releasenodeepkaur'],1274956815361380353,aisa_delhi,AISA Delhi,https://twitter.com/aisa_delhi/status/1357669844636737538,[],8,2,0
9,1357669746406170628,2021-02-05 18:07:46,"Stop attacking activists, journalists and students-youth who are standing with the farmers protest! Release Nodeep Kaur immediately and irrevocably!  Release all the farmers who have illegally arrested by the police! Release all political prisoners!  #ReleaseNodeepKaur  https://t.co/SYYiFIQAdr",['releasenodeepkaur'],1459876171,AISA_tweets,AISA,https://twitter.com/AISA_tweets/status/1357669746406170628,[],88,34,2
