,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1487849710983409665,1487849710983409665,1643565988000.0,2022-01-30 23:36:28,+0530,,"#LeftRightCentre | ""The expectations (from the Budget) is to create real income for farmers in parity with real expenditure,"" says Avik Saha (@aviksahaindia), National President, Jai Kisan Andolan, on #Budget2022.   https://t.co/xSPyPzXkQu",en,"['leftrightcentre', 'budget2022']",[],249643872,249643872,ndtvvideos,NDTV Videos,7,23,https://twitter.com/ndtvvideos/status/1487849710983409665,[],[],1,https://pbs.twimg.com/amplify_video_thumb/1487824095966220288/img/34cNfIA9SVuK91XX.jpg,False,2,0,1,,kisan andolan,,,,,,,[],,,,
1,1487824682548142088,1487824682548142088,1643560021000.0,2022-01-30 21:57:01,+0530,,"#LeftRightCentre | ""The expectations (from the Budget) is to create real income for farmers in parity with real expenditure,"" says Avik Saha (@aviksahaindia), National President, Jai Kisan Andolan, on #Budget2022.  https://t.co/HI0bkcBPeb",en,"['leftrightcentre', 'budget2022']",[],37034483,37034483,ndtv,NDTV,7,21,https://twitter.com/ndtv/status/1487824682548142088,[],[],1,https://pbs.twimg.com/amplify_video_thumb/1487824095966220288/img/34cNfIA9SVuK91XX.jpg,False,80,5,15,,kisan andolan,,,,,,,[],,,,
