,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1310530532522950657,1310530532522950657,1601289802000.0,2020-09-28 16:13:22,+0530,,"Congress's Adhir R Chowdhury writes to West Bengal Governor over withdrawal of Farmers Produce Trade &amp; Commerce (Promotion &amp; Facilitation) Bill 2020, Farmers (Empowerment &amp; Protection) Agreement on Price Assurance Farm Services Bill, 2020 &amp; Essential Commodities (Amendment) Bill  https://t.co/iSihtD2dwh",en,[],[],355989081,355989081,ANI,ANI,1,16,https://twitter.com/ANI/status/1310530532522950657,[],['https://pbs.twimg.com/media/Ei_wgNvU8AELXpA.jpg'],1,https://pbs.twimg.com/media/Ei_wgNvU8AELXpA.jpg,False,98,7,15,,Essential Commodities Bill,,,,,,,[],,,,
