,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1310699350172020736,1310602552312885251,1601330051000.0,2020-09-29 03:24:11,+0530,,@SleepyCl4ude Monkey labor is commonplace in the Thai coconut industry. 😥  The following brands have policies of sourcing only from farms that don’t use monkey labor:  https://t.co/Jr3KpKIeMs,en,[],[],9890492,9890492,peta,PETA,2,03,https://twitter.com/peta/status/1310699350172020736,['https://www.peta.org.uk/action/brands-drop-thai-coconut/'],[],0,,False,1,0,1,,farm policies,,,,,,,[],,,,
1,1310560269974740993,1310560269974740993,1601296892000.0,2020-09-28 18:11:32,+0530,,"INC Karnataka is raising its voice against the anti-farmer BJP Govt's policies in State &amp; Centre Participated in a protest rally against anti-farmer farm bills, land &amp; APMC reforms at the Congress Bhavan today.  #SpeakUpForFarmers  #KarnatakaBandh  https://t.co/x0sW0SLakw",en,"['speakupforfarmers', 'karnatakabandh']",[],4763436662,4763436662,MLCvijaysingh,Vijay Singh,1,18,https://twitter.com/MLCvijaysingh/status/1310560269974740993,[],"['https://pbs.twimg.com/media/EjALnZ7VoAAiRog.jpg', 'https://pbs.twimg.com/media/EjALnZ6VoAICAKY.jpg', 'https://pbs.twimg.com/media/EjALnZ8VgAAATaK.jpg']",1,https://pbs.twimg.com/media/EjALnZ7VoAAiRog.jpg,False,85,1,27,,farm policies,,,,,,,[],,,,
2,1310481229037273089,1310481229037273089,1601278047000.0,2020-09-28 12:57:27,+0530,,".@INCKarnataka is raising its voice against the anti-farmer BJP Govt's policies in State &amp; Centre  Participated in a protest against anti-farmer farm bills, land &amp; APMC reforms at the Congress Bhavan @DKShivakumar @siddaramaiah @rssurjewala  #SpeakUpForFarmers  #KarnatakaBandh  https://t.co/BMyTGOtRwV",en,"['speakupforfarmers', 'karnatakabandh']",[],2360568847,2360568847,ArshadRizwan,Rizwan Arshad,1,12,https://twitter.com/ArshadRizwan/status/1310481229037273089,[],"['https://pbs.twimg.com/media/Ei_DGm2VgAES3qi.jpg', 'https://pbs.twimg.com/media/Ei_DIRhUYAE8RQX.jpg', 'https://pbs.twimg.com/media/Ei_DKySUcAAl5_g.jpg']",1,https://pbs.twimg.com/media/Ei_DGm2VgAES3qi.jpg,False,193,8,33,,farm policies,,,,,,,[],,,,
