,id,date,tweet,hashtags,user_id,username,name,link,urls,nlikes,nretweets,nreplies
0,1310689701859225600,2020-09-29 02:45:51,"शेतकऱ्यांशी राहुल गांधींची 'दिल की बात', म्हणाले, 'अन्नदात्याच्या आवाजाने हिंदुस्थान पुन्हा स्वतंत्र'   https://t.co/QFlRsOzr9g #RahulGandhi  #FarmersBill  #AgricultureBill #FarmersProtest @INCMumbai @INCMaharashtra","['rahulgandhi', 'farmersbill', 'agriculturebill', 'farmersprotest']",171880832,mataonline,Maharashtra Times,https://twitter.com/mataonline/status/1310689701859225600,['https://maharashtratimes.com/india-news/farm-bill-rahul-gandhi-talks-with-farmers-social-media-platforms/articleshow/78374824.cms'],59,8,0
1,1310658668182921216,2020-09-29 00:42:32,"Dear Tripura Youth Congress team : Some more constructive material over #FarmersBill , Please read. Your National Team is keeping you all in dark .  https://t.co/ODVNqXGNKQ",['farmersbill'],353225707,SharmaKhemchand,khemchand sharma #Brajwasi #RadheRadhe,https://twitter.com/SharmaKhemchand/status/1310658668182921216,[],33,18,4
2,1310656217266548736,2020-09-29 00:32:47,".@OnReality_Check | “Punjab CM said he is worried about his state's revenue, about mandis and commission agents - he couldn't say how the Bill would hurt small farmers”: JP Dalal, Haryana Agriculture Minister   https://t.co/YeZDTRQvX6",[],249643872,ndtvvideos,NDTV Videos,https://twitter.com/ndtvvideos/status/1310656217266548736,[],11,1,0
3,1310652501511876608,2020-09-29 00:18:01,"Day After Farm Bills Become Law, 50 UP Farmers Stopped At Haryana Border  https://t.co/UaFjGX9SVu",[],96900937,ndtvfeed,NDTV News feed,https://twitter.com/ndtvfeed/status/1310652501511876608,['https://www.ndtv.com/india-news/day-after-farm-bills-become-law-50-up-farmers-stopped-at-haryana-border-2302386'],6,5,0
4,1310649662752174081,2020-09-29 00:06:44,"Amul chief supports farm bill, says a free market helps farmers prosper  https://t.co/PNccPX5FCZ via OpIndia_com",[],45795876,rpsinghkhalsa,RP Singh National Spokesperson BJP,https://twitter.com/rpsinghkhalsa/status/1310649662752174081,['https://www.opindia.com/2020/09/farm-bills-amul-chief-supports-free-market-helped-dairy-farmers-increase-income/'],29,6,0
5,1310647276025466880,2020-09-28 23:57:15,I was a part of the Congress Party delegation that met today Hon. Governor of Maharashtra @BSKoshyari ji to protest against the anti - farmers bills passed by the Modi govt. and handed over to him a representation. #IStandWithIndianFarmers  https://t.co/miWsisPTFB,['istandwithindianfarmers'],985777983897010177,DrMungekar,Dr. Bhalchandra Mungekar,https://twitter.com/DrMungekar/status/1310647276025466880,[],38,19,1
6,1310646929978654722,2020-09-28 23:55:53,"Amid nationwide protests by farmers over #FarmBills passed in the Parliament, Food and Agriculture Policy Expert @Devinder_Sharma and Managing Editor of Financial Express @thesuniljain weigh in the pros and cons of the bills. Read here:  https://t.co/d9g9DqKKlR  https://t.co/WjjObllfJU",['farmbills'],2982269822,TheQuint,The Quint,https://twitter.com/TheQuint/status/1310646929978654722,['https://bit.ly/348FUL0'],21,4,0
7,1310645456624443392,2020-09-28 23:50:02,".@OnReality_Check | “Punjab CM said he is worried about his state's revenue, about mandis and commission agents - he couldn't say how the Bill would hurt small farmers”: JP Dalal, Haryana Agriculture Minister  https://t.co/nh597tJ4xr",[],37034483,ndtv,NDTV,https://twitter.com/ndtv/status/1310645456624443392,[],93,10,9
8,1310644333075341312,2020-09-28 23:45:34,"#Video | Amid nationwide protests by farmers over #FarmBills passed in the Parliament, Food and Agriculture Policy Expert @Devinder_Sharma and Managing Editor of Financial Express @thesuniljain weigh in the pros and cons of the bills.  https://t.co/PenpXDlAss","['video', 'farmbills']",2982269822,TheQuint,The Quint,https://twitter.com/TheQuint/status/1310644333075341312,['https://www.thequint.com/videos/news-videos/sell-out-vs-enabling-an-expert-face-off-on-the-farm-bills'],11,1,0
9,1310640460277272576,2020-09-28 23:30:10,VIDEO | Latur | शेतकरी आणि कामगार विधेयकांविरोधात राष्ट्रवादीचे 'गोट्या खेलो' आंदोलन @NCPspeaks #Latur #NCP #FarmersBill  https://t.co/xFasyP7ULw,"['latur', 'ncp', 'farmersbill']",3360174258,TV9Marathi,TV9 Marathi,https://twitter.com/TV9Marathi/status/1310640460277272576,[],11,1,0
10,1310640418875351041,2020-09-28 23:30:01,Congress leaders were arrested by the police when they tried to march towards Raj Bhavan to hand over a memorandum to Governor Tamilisai Soundararajan protesting against the farmers Bills passed by Parliament recently. #FarmLaws   https://t.co/Gi3BqHgPAq,['farmlaws'],411999422,THHyderabad,The Hindu-Hyderabad,https://twitter.com/THHyderabad/status/1310640418875351041,['https://bit.ly/3cLglnm'],43,6,1
11,1310636586506358785,2020-09-28 23:14:47,"Amul chief supports farm bill, says a free market helps farmers prosper  #KisanWithPMModi  https://t.co/d252T1XK0f via OpIndia_com",['kisanwithpmmodi'],477500631,p_sahibsingh,Parvesh Sahib Singh,https://twitter.com/p_sahibsingh/status/1310636586506358785,['https://www.opindia.com/2020/09/farm-bills-amul-chief-supports-free-market-helped-dairy-farmers-increase-income/'],2227,419,23
12,1310633824791883776,2020-09-28 23:03:48,"Farmers will benefit from these bills. When Manmohan Singh was PM, he made a panel of CMs on this, but they could not take decision- Haryana Agriculture Minister, JP Dalal, on #TalkToBhupen @duttabhishek @amitmalviya   @asaravanan21 #FarmBills Full Video:  https://t.co/q0w7Ewg4F2  https://t.co/TJD4umEvwy","['talktobhupen', 'farmbills']",56685329,bhupendrachaube,bhupendra chaubey,https://twitter.com/bhupendrachaube/status/1310633824791883776,['https://www.youtube.com/watch?v=eU5KhkqV6ro'],10,2,0
13,1310632865848270851,2020-09-28 23:00:00,"जब प्रधानमंत्री नरेंद्र मोदी देश के फिटनेस आइकन्स के साथ बातचीत में व्यस्त थे, उस वक्त पंजाब, हरियाणा, उत्तर प्रदेश, कर्नाटक, बिहार, तेलंगाना आदि राज्यों के किसान सड़कों पर थे। #FarmBill2020 #FarmersProtest #FarmersBill #FarmBills    https://t.co/YXu92SjWQG","['farmbill2020', 'farmersprotest', 'farmersbill', 'farmbills']",1054267270032019456,FIIHindi,फेमिनिज़म इन इंडिया,https://twitter.com/FIIHindi/status/1310632865848270851,['https://hindi.feminisminindia.com/2020/09/28/biased-media-coverage-and-farmers-protests-hindi/'],2,0,0
14,1310631386903052288,2020-09-28 22:54:07,Massive Farmer Protests against Farmer Bills ll कृषि विधेयकों के ख़िलाफ क...  https://t.co/nplzCWh0Yw via @YouTube,[],403900573,geetaseshu,geeta seshu,https://twitter.com/geetaseshu/status/1310631386903052288,['https://youtu.be/w5u4FgufZb4'],0,1,0
15,1310630648072208385,2020-09-28 22:51:11,"#PoliticsNotProtest | Listen in to what Ashok Baliyan, farmer &amp; leader has to say on Farm Bills. | @thenewshour AGENDA with Padmaja Joshi  https://t.co/0gVy7Mwjcb",['politicsnotprotest'],240649814,TimesNow,TIMES NOW,https://twitter.com/TimesNow/status/1310630648072208385,[],21,4,2
16,1310628853321146369,2020-09-28 22:44:03,"Addressed the mass protest against the Central and State @BJP4India government’s anti farmer, anti laborer bills organised at Congress Bhavana in Race Course Road today.  #FarmersProtest #FarmersBill #AICC #KPCC  https://t.co/j8L1tgo4Nk","['farmersprotest', 'farmersbill', 'aicc', 'kpcc']",781363363754352640,RLR_BTM,Ramalinga Reddy,https://twitter.com/RLR_BTM/status/1310628853321146369,[],11,0,0
