,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1352844066455756800,1352844066455756800,1611378134000.0,2021-01-23 10:32:14,+0530,,"I said this ystrdy that he is being forced by #Khalistani ‘s to speak lies.  His is Yogesh,a cook by profession who was going to panipat frm Delhi,caught nd beaten nd forced to say all what he said. He is never involved in any crime &amp; has no weapons used by criminals.",en,['khalistani'],[],106081433,106081433,ashokepandit,Ashoke Pandit,6,10,https://twitter.com/ashokepandit/status/1352844066455756800,[],[],0,,False,131,17,24,https://twitter.com/ashokepandit/status/1352684459674329088,#khalistani,,,,,,,[],,,,
