,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1432851903449378818,1432851903449378818,1630453489000.0,2021-09-01 05:14:49,+0530,,"Strengthened cooperation of #Pakistan &amp; #USA will benefit bilateral trade &amp; culture exchange, A bill was also moved to declare California the sister state of Punjab &amp; MOU was signed between agriculture univ of FSD &amp; univ of California Univ. #GovernorPunjab  https://t.co/GjvyL2LXWm",en,"['pakistan', 'usa', 'governorpunjab']",[],2573296339,2573296339,TeamSarwar,Team Sarwar,3,05,https://twitter.com/TeamSarwar/status/1432851903449378818,['https://tribune.com.pk/story/2317834/1'],[],0,,False,14,0,10,,agriculture bills,,,,,,,[],,,,
