,id,date,tweet,hashtags,user_id,username,name,link,urls,nlikes,nretweets,nreplies
0,1442181686679113730,2021-09-26 23:08:03,"Great to bump into so many friends &amp; constituents at #Acton #Boxborough Farmers Market today, incl/ my mom! Today's ABFM was sponsored by @TamiGouveiaMA! A tremendous thanks to the ABFM Board, vendors &amp; volunteers for another great season - just 4 Sundays left! #NoFarmersNoFood  https://t.co/r97UvOv8OC","['acton', 'boxborough', 'nofarmersnofood']",117743669,JamieEldridgeMA,Jamie Eldridge,https://twitter.com/JamieEldridgeMA/status/1442181686679113730,[],6,0,0
0,1442261959206965248,2021-09-27 04:27:01,"This proposed bill would decrease the number of farmed animals kept in extreme confinement and subjected to brutal mutilations, as well as reduce the overuse of antibiotics in agriculture.  https://t.co/55jBCgz6lD",[],40942546,MoveTheWorldUS,World Animal Protection US,https://twitter.com/MoveTheWorldUS/status/1442261959206965248,['https://buff.ly/2LK1EUK'],15,8,1
0,1442265475564462081,2021-09-27 04:41:00,Farmers’ outfit to hold protest on October 5  https://t.co/qT2UN0Bnl2,[],30846824,TOICitiesNews,TOI Cities,https://twitter.com/TOICitiesNews/status/1442265475564462081,['http://toi.in/hQsSMb56'],0,1,0
1,1442259076851765256,2021-09-27 04:15:34,Farmers’ outfit to hold protest on October 5  https://t.co/TbzjlSHb3w,[],877142087266746369,TOINashikNews,TOI Nashik,https://twitter.com/TOINashikNews/status/1442259076851765256,['http://toi.in/C7AwHY'],0,0,0
2,1442259021831057409,2021-09-27 04:15:21,"#BostonStandsWithFarmers rally at @Harvard Square, organised by friends of Bhartia Kisan Union #nofarmersno #food today Sept. 26. Marking the 10th month of farmers’ protest across India. Padmini recites #Faiz #Bol #Solidarity  https://t.co/Ihz0Zhqvdw","['bostonstandswithfarmers', 'nofarmersno', 'food', 'faiz', 'bol', 'solidarity']",22518134,beenasarwar,beena sarwar,https://twitter.com/beenasarwar/status/1442259021831057409,[],19,3,0
3,1442221288903397377,2021-09-27 01:45:25,"#BostonStandsWithFarmers #nofarmersno #food Today Sept. 26, 5 pm at @Harvard Square, organised by friends of Bhartia Kisan Union. Marking the 10th month of farmers’ protest across India #Solidarity  https://t.co/ZjZcb0Ofsj","['bostonstandswithfarmers', 'nofarmersno', 'food', 'solidarity']",22518134,beenasarwar,beena sarwar,https://twitter.com/beenasarwar/status/1442221288903397377,[],5,1,0
4,1442219815725408258,2021-09-27 01:39:33,27th September भारत बंद for #FarmersProtest  https://t.co/NDEt1xNhoz,['farmersprotest'],4773895886,_gurjotsandhu,Gurjot Singh Sandhu,https://twitter.com/_gurjotsandhu/status/1442219815725408258,[],81,50,4
5,1442210679377719296,2021-09-27 01:03:15,"भारत बंदला काँग्रेसचा पाठिंबा, नाना पटोले अकोला येथील रॅलीत सहभागी होणार   https://t.co/4yOtdLk3mN  #BharatBandh | #FarmersProtest | @INCMaharashtra | @NANA_PATOLE","['bharatbandh', 'farmersprotest']",3360174258,TV9Marathi,TV9 Marathi,https://twitter.com/TV9Marathi/status/1442210679377719296,['https://www.tv9marathi.com/maharashtra/congress-support-monday-bharat-bandh-information-given-by-nana-patole-543930.html'],29,0,5
6,1442194977790910471,2021-09-27 00:00:52,"Our farmers have been consistently protesting, but it has all fallen on deaf ears by our PM  @narendramodi Ji. I, along with @SamajwadiMah stand with the farmers in the Bharat Bandh on 27th Sep to peacefully amplify the unheard voices of our farmers. #FarmersProtest",['farmersprotest'],120034940,rais_shk,Rais Shaikh,https://twitter.com/rais_shk/status/1442194977790910471,[],93,13,3
7,1442193429102878726,2021-09-26 23:54:42,Key Cases Before SC on Sep 26: From farmer protest on Delhi border to Italian Marines case  https://t.co/aGxjmOUg66,[],811972460560019456,republic,Republic,https://twitter.com/republic/status/1442193429102878726,['https://www.republicworld.com/india-news/law-and-order/key-cases-before-sc-on-sep-26-from-farmer-protest-on-delhi-border-to-italian-marines-case.html'],30,2,2
