,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1470956874954514439,1470956874954514439,1639538422000.0,2021-12-15 08:50:22,+0530,,"किसानों की घर वापसी पर ग्राउंड रिपोर्ट, आंदोलन के एक साल बाद किसानों की 'घर वापसी' #Ghazipur | #KisanaAndolan | #SKM | #RakeshTikait | @TheSamirAbbas | @poornima_mishra  https://t.co/pw71kXtNsM",hi,"['ghazipur', 'kisanaandolan', 'skm', 'rakeshtikait']",[],1039759933728645120,1039759933728645120,TV9Bharatvarsh,TV9 Bharatvarsh,3,08,https://twitter.com/TV9Bharatvarsh/status/1470956874954514439,[],[],1,https://pbs.twimg.com/amplify_video_thumb/1470956321872572422/img/adYy7BA2ri393Xjb.jpg,False,7,0,1,,#kisanaandolan,,,,,,,[],,,,
