,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1444327296244981761,1444327296244981761,1633189436000.0,2021-10-02 21:13:56,+0530,,"I wish on the day of ‘Jai Jawan, Jai Kisan’, PM #Modi would’ve sought forgiveness from the farmers for the way lies that led to passage of #FarmBill in the Parliament: @ghanshyamtiwari, National Spokesperson, SP, tells Madhavdas G on @thenewshour Special Edition.  https://t.co/C9MysZXtdx",en,"['modi', 'farmbill']",[],240649814,240649814,TimesNow,TIMES NOW,6,21,https://twitter.com/TimesNow/status/1444327296244981761,[],[],1,https://pbs.twimg.com/amplify_video_thumb/1444327230985752588/img/pheqK3Auh0GDOp95.jpg,False,10,3,5,,#farmbill,,,,,,,[],,,,
1,1444212616893583366,1444212616893583366,1633162094000.0,2021-10-02 13:38:14,+0530,,करनाल में सीएम आवास के बाहर जोरदार हंगामा  @Anjalitv9 | @RAVIMISHRA_TV | @Mmohit_Malhotra | #FarmersProtest | #Farmbill | #Karnal  https://t.co/fbF3b7F6Hi,hi,"['farmersprotest', 'farmbill', 'karnal']",[],1039759933728645120,1039759933728645120,TV9Bharatvarsh,TV9 Bharatvarsh,6,13,https://twitter.com/TV9Bharatvarsh/status/1444212616893583366,[],[],1,https://pbs.twimg.com/amplify_video_thumb/1444208957493440513/img/Sn9Bb0U6aI6Bnohv.jpg,False,48,1,6,,#farmbill,,,,,,,[],,,,
2,1444206629688262662,1444206629688262662,1633160667000.0,2021-10-02 13:14:27,+0530,,"'पंजाब के किसान बहुत परेशान हैं'...""सरकार से अपील कल से धान खरीदी शुरू हो""-सीएम केजरीवाल | #Video   #KisanAndolan | #AAP | #FarmBill | @ArvindKejriwal | @Nidhijourno    LIVE -  https://t.co/asaJAv45ul  https://t.co/JYYXETECY2",hi,"['video', 'kisanandolan', 'aap', 'farmbill']",[],461841349,461841349,ZeeNews,Zee News,6,13,https://twitter.com/ZeeNews/status/1444206629688262662,['http://bit.ly/ZeeHindi'],[],1,https://pbs.twimg.com/amplify_video_thumb/1444205788659019779/img/DBnyOc06lZDuH_if.jpg,False,43,9,4,,#farmbill,,,,,,,[],,,,
